age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
35;technician;married;university.degree;unknown;yes;no;telephone;aug;mon;79;2;999;0;nonexistent;-1.8;93.5500957380598;-41.206579820297755;4.73380987781195;5099;no
19;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;fri;145;3;999;0;nonexistent;-1.7;93.24663201650344;-33.36492059169061;2.021682094853759;5228;no
53;blue-collar;married;high.school;no;yes;yes;telephone;may;fri;13;1;999;0;nonexistent;1.1;94.04356778307208;-41.81052181658144;3.6591622041767433;5176;no
66;self-employed;divorced;professional.course;unknown;no;no;cellular;mar;mon;707;1;27;1;nonexistent;1.1;93.34317646505319;-35.88200938372665;2.742039252117438;5195;no
49;blue-collar;single;professional.course;unknown;no;no;telephone;jul;thu;172;6;999;0;nonexistent;-0.1;94.29343522398936;-37.233039154813525;0.8559912069482263;5176;no
39;admin.;married;basic.6y;no;yes;no;cellular;may;mon;453;4;999;0;nonexistent;-1.8;93.16023528400943;-42.8148704832794;4.104846863014148;4963;no
33;management;married;professional.course;no;no;no;cellular;aug;wed;204;1;999;0;nonexistent;1.1;93.46854739877517;-34.83050139924339;3.8645022504666104;5017;no
39;admin.;divorced;professional.course;unknown;no;no;telephone;may;tue;259;4;28;1;nonexistent;1.1;93.45137102398436;-41.00433607580307;4.309232761272574;5099;no
37;services;married;university.degree;no;no;no;cellular;may;tue;100;2;999;0;nonexistent;-1.8;93.29327758111997;-36.116490123092554;3.6320688822864486;5191;no
48;services;single;university.degree;unknown;yes;no;cellular;oct;wed;356;2;22;1;nonexistent;-1.8;93.27660119297592;-38.27581194866115;4.02845464793104;5176;no
47;technician;single;professional.course;no;no;yes;telephone;nov;thu;29;2;999;0;nonexistent;-1.8;93.07384670694479;-36.05871842864901;4.207018220150515;5017;no
42;technician;single;professional.course;no;yes;no;cellular;jul;mon;58;2;28;1;nonexistent;-1.8;94.76765984411738;-40.67231806704888;1.8293338625727231;5017;yes
44;blue-collar;married;university.degree;no;no;no;telephone;jun;mon;17;1;0;1;nonexistent;-0.1;93.96375596869466;-45.05826027360431;4.419426972564674;5228;no
31;blue-collar;married;university.degree;no;yes;no;telephone;jul;fri;42;2;999;0;nonexistent;-0.1;93.83872857374352;-40.741035806788545;0.6;5191;no
56;admin.;married;university.degree;no;yes;no;telephone;nov;mon;49;2;7;1;failure;1.4;94.77092028365685;-41.960360657025845;3.570645072854643;5228;no
30;technician;single;university.degree;no;no;no;cellular;aug;wed;449;4;999;0;nonexistent;-0.1;93.72831050499225;-37.792541355947506;4.265658618119662;5195;no
33;retired;married;university.degree;no;yes;no;cellular;may;mon;14;6;999;0;nonexistent;1.1;93.41017036059334;-42.01244602333617;4.05691373952339;5017;no
48;admin.;divorced;professional.course;no;yes;no;telephone;aug;fri;737;1;999;0;failure;-1.7;93.5603936681419;-40.3161263630196;2.0814591681446943;5195;no
36;services;single;high.school;no;no;no;telephone;jul;wed;541;3;19;2;nonexistent;-1.7;94.05056115005118;-39.82904273630435;2.6475561357075916;5076;yes
40;admin.;married;university.degree;no;yes;no;cellular;jul;tue;412;1;1;1;nonexistent;-0.1;92.22074160935418;-33.03073167939847;3.1023356516503826;5099;no
38;retired;married;basic.9y;no;yes;no;cellular;aug;fri;1093;3;999;0;nonexistent;1.4;93.9948664593192;-38.829760077202295;4.693723638734201;5195;no
46;admin.;married;university.degree;no;no;unknown;cellular;may;fri;251;3;999;0;success;-0.1;94.63999003435357;-42.14581442939283;4.854195328871927;5191;no
29;admin.;single;basic.9y;no;yes;no;cellular;jun;mon;635;1;999;0;nonexistent;1.1;92.83753433575671;-39.40696523006005;3.1233349633086886;5191;no
46;retired;married;professional.course;no;no;no;cellular;nov;thu;278;1;999;0;nonexistent;-1.8;93.03481563143077;-41.8806765310306;4.663578255130171;5195;no
27;blue-collar;single;professional.course;unknown;no;no;telephone;nov;tue;594;1;999;0;nonexistent;-1.8;93.13775727155335;-44.92289656669035;4.916763934213041;5191;no
61;self-employed;single;high.school;no;yes;no;telephone;aug;wed;1103;2;25;1;nonexistent;1.4;93.4505037206212;-40.80268174858528;3.4402826896971277;5228;no
32;management;married;professional.course;unknown;yes;no;cellular;jun;wed;140;2;999;0;failure;-0.1;93.76241297062279;-49.69205898550409;0.9767779125241072;5228;yes
38;services;married;professional.course;no;no;yes;cellular;may;fri;92;2;1;1;nonexistent;-0.1;93.48375303101031;-39.47407931944405;4.3490559486561775;5195;no
27;blue-collar;married;basic.4y;no;yes;no;cellular;jul;thu;187;2;999;0;nonexistent;1.4;94.21518399605586;-40.99192008748837;4.656366448079423;5099;no
32;retired;married;professional.course;no;no;unknown;cellular;may;mon;979;1;999;0;failure;1.1;93.94951808760557;-37.797366688949516;1.3843187695022543;5176;no
20;admin.;married;university.degree;no;no;no;cellular;nov;tue;57;4;999;0;nonexistent;-1.7;93.92375427066054;-39.79445826139025;5.1;5195;no
32;self-employed;married;university.degree;unknown;no;no;telephone;jun;wed;155;4;20;2;success;1.1;93.47486056138423;-43.8749680626179;2.576521495947518;5195;no
35;management;divorced;high.school;unknown;no;no;cellular;may;tue;487;2;4;1;nonexistent;-1.8;93.00484569245482;-43.553870470766455;5.1;5195;no
52;blue-collar;married;university.degree;no;no;no;cellular;nov;wed;6;3;999;0;nonexistent;-1.7;93.4768155700459;-37.78253992943488;2.274416219778515;5195;no
52;admin.;single;professional.course;no;no;no;telephone;jun;wed;263;3;29;2;nonexistent;-0.1;94.48874032280459;-48.08769102949234;3.702582791085757;5228;no
45;blue-collar;married;university.degree;no;yes;no;telephone;jul;wed;230;2;999;0;nonexistent;-0.1;92.08855254001293;-44.3747357940191;4.891524674165664;5195;no
24;admin.;married;high.school;unknown;no;no;cellular;jun;wed;598;1;999;0;nonexistent;-0.1;93.90967724718413;-44.332461907871;3.361760765118296;5099;no
40;technician;single;high.school;no;no;yes;telephone;jun;fri;480;3;16;1;nonexistent;1.4;93.42959703562622;-33.42025333155709;4.2919488435151;5008;no
45;admin.;married;basic.9y;unknown;no;no;telephone;may;tue;350;2;13;1;nonexistent;-1.7;94.46855608375762;-40.004711507765066;1.9876447751966426;5176;no
28;admin.;divorced;basic.9y;no;yes;no;telephone;nov;mon;132;4;999;0;nonexistent;-0.1;93.3954646621782;-40.79848964157742;4.388907851167212;5099;no
28;technician;married;unknown;no;no;no;telephone;jun;wed;1804;3;999;0;success;1.1;94.38875901185489;-45.84083881742688;3.528225954307723;5076;no
39;blue-collar;married;basic.9y;no;no;no;telephone;may;fri;141;1;999;0;nonexistent;-1.7;93.53391799688595;-47.07539476746616;2.4295341369703145;5017;no
52;technician;married;basic.4y;no;no;no;cellular;jun;fri;260;1;999;0;nonexistent;-1.7;92.72178100363534;-36.7093066412575;4.301395892920652;5008;no
47;blue-collar;single;professional.course;no;no;no;cellular;apr;wed;406;2;16;1;success;-1.8;93.95237800505816;-43.91346162261482;1.3984108525760681;5176;yes
26;services;married;university.degree;no;no;no;cellular;aug;mon;280;2;999;0;nonexistent;-0.1;93.88579033563079;-42.25838142604282;2.359646886756789;5099;no
44;services;single;university.degree;no;no;yes;cellular;sep;thu;39;2;999;0;failure;-0.1;93.06719866710023;-35.75948200901295;3.708699225418737;5176;no
46;admin.;single;university.degree;no;yes;no;cellular;jul;tue;164;1;999;0;nonexistent;-1.8;93.31523160801572;-40.59409718067773;5.000000020861795;5099;no
37;services;divorced;university.degree;no;yes;yes;telephone;aug;thu;201;1;999;0;nonexistent;1.1;92.6590514526668;-41.95976290595101;5.1;5195;no
33;admin.;single;basic.9y;no;no;no;cellular;apr;fri;1;1;17;1;failure;1.4;94.00681215040724;-44.69190897152334;1.9540975800927078;5076;no
36;retired;divorced;university.degree;no;yes;no;telephone;jul;mon;945;1;999;0;failure;1.4;93.66533206345088;-35.22629734373216;4.936207008776084;5099;no
52;admin.;single;basic.9y;no;no;no;cellular;may;fri;21;2;999;0;nonexistent;-0.1;93.74919334966026;-46.55537787040387;0.886430714574367;5099;yes
39;admin.;married;high.school;no;no;no;cellular;may;wed;1353;1;999;0;nonexistent;1.1;93.99102500743602;-30.15796902753726;1.7317720185889085;5228;no
48;technician;married;basic.6y;no;yes;no;cellular;jun;mon;53;5;999;0;nonexistent;1.4;93.1381399516556;-41.097968850755514;3.85942580755587;5191;no
38;blue-collar;married;university.degree;no;yes;no;telephone;aug;mon;590;3;15;1;nonexistent;-0.1;93.248454049815;-37.94652763669961;4.26845579260497;5176;no
46;unknown;married;high.school;unknown;yes;no;telephone;nov;fri;30;2;12;1;nonexistent;1.4;94.00962945636427;-40.67586583812107;2.7704338684583427;5195;no
63;services;married;high.school;unknown;yes;no;cellular;may;mon;85;1;14;1;nonexistent;-1.7;93.56069924435381;-32.13880716090979;4.7005254091563975;4963;no
21;admin.;divorced;university.degree;no;no;no;cellular;jun;wed;1;2;25;1;nonexistent;-1.7;94.26729668017312;-44.0291479164092;4.268816679149091;5017;no
35;management;single;high.school;no;yes;no;cellular;nov;thu;1208;1;999;0;nonexistent;-0.1;93.20319952245937;-45.40742430081514;5.000435165975324;4963;no
46;blue-collar;single;university.degree;no;no;no;cellular;nov;fri;22;1;28;1;nonexistent;-1.7;93.23802206115177;-42.1933479468002;4.686510043017087;5195;no
26;admin.;divorced;university.degree;no;yes;no;cellular;may;tue;19;3;0;1;nonexistent;-1.7;93.8663162012364;-40.662987874913476;4.295958653731111;5228;no
47;blue-collar;married;university.degree;no;yes;no;cellular;nov;fri;363;2;0;1;nonexistent;-1.7;94.36771420170975;-46.22579844994761;3.91533205172043;5176;no
51;unemployed;single;basic.9y;unknown;yes;no;cellular;apr;fri;152;1;999;0;nonexistent;1.4;93.96162139920972;-39.870284036087995;5.1;5195;yes
23;admin.;single;university.degree;no;no;no;cellular;aug;thu;117;4;999;0;nonexistent;-1.8;94.55600618858216;-41.64012951967456;5.1;5195;no
52;technician;married;high.school;yes;yes;no;telephone;sep;wed;457;1;999;0;nonexistent;1.1;93.96048517611727;-40.61329049688914;3.928680475952151;5017;no
31;student;married;high.school;no;yes;yes;cellular;aug;tue;356;3;999;0;nonexistent;1.1;93.27057088600999;-35.06769274943029;5.033834778962041;5195;no
56;technician;married;high.school;no;yes;no;cellular;nov;fri;99;1;999;0;failure;1.1;93.31368024160237;-38.278330729815856;0.8796967966907564;5008;yes
41;blue-collar;divorced;university.degree;no;yes;yes;telephone;may;tue;445;2;15;2;nonexistent;-1.8;93.51802581528437;-45.19208484610236;3.7298512370487518;5099;yes
46;technician;married;high.school;no;yes;no;cellular;jul;wed;124;1;999;0;nonexistent;-1.7;93.41971579774162;-43.38536673302547;3.891004038801201;5099;no
28;blue-collar;married;basic.6y;no;yes;unknown;cellular;jul;fri;91;3;20;1;nonexistent;-1.7;93.6119403854747;-43.31637804056805;2.7240755709385196;5195;no
29;management;single;basic.9y;no;no;no;cellular;jul;thu;249;3;999;0;nonexistent;-1.7;93.76272331175042;-30.425176629072126;3.3400693645287536;4963;no
26;entrepreneur;single;high.school;no;no;yes;telephone;may;wed;13;2;999;0;nonexistent;-1.8;93.72850929297094;-39.02757159392743;0.6;5076;no
37;blue-collar;divorced;professional.course;no;no;no;telephone;jul;wed;16;2;0;1;nonexistent;-0.1;94.55936907773568;-46.391862942608114;4.9502978058984235;4963;no
37;management;married;high.school;no;no;no;cellular;oct;mon;189;6;999;0;nonexistent;-0.1;94.23047734883374;-38.933231229651696;4.729212164343105;5099;no
53;retired;single;professional.course;no;no;yes;telephone;aug;mon;120;4;999;0;nonexistent;-0.1;93.8866941170053;-38.64889136608407;3.964948267197849;5228;no
34;blue-collar;single;high.school;no;yes;no;telephone;sep;tue;281;2;999;0;nonexistent;1.1;93.73319902584824;-38.173704837489595;4.863590071885393;5176;no
36;unemployed;married;professional.course;no;yes;no;cellular;jun;mon;446;4;999;0;nonexistent;-0.1;93.14687892412239;-45.44703299207624;1.9013956933687732;5008;no
43;services;married;professional.course;yes;yes;no;cellular;jul;thu;814;1;999;0;nonexistent;-0.1;93.25996470598866;-34.219027035598565;4.552721090794;5076;no
48;blue-collar;married;high.school;no;yes;yes;telephone;may;tue;163;3;999;0;failure;-0.1;93.09754721533562;-35.2901783638131;1.1087332049635625;5008;no
36;technician;married;high.school;unknown;no;no;telephone;may;mon;125;3;999;0;nonexistent;1.4;92.86792852454212;-43.34668480939285;2.6910275478256844;5191;no
51;technician;divorced;high.school;unknown;yes;no;cellular;jul;tue;719;2;999;0;nonexistent;1.4;93.02626568618543;-39.709414320134215;3.0074768667973224;5017;no
35;admin.;married;basic.9y;no;yes;no;cellular;nov;mon;320;1;999;0;nonexistent;-1.7;94.82788571045175;-37.2931751842993;4.672713380700858;5017;no
32;blue-collar;single;basic.6y;unknown;yes;no;cellular;may;fri;436;3;999;0;nonexistent;-0.1;94.09218422611532;-39.99824883420888;2.717013804132657;4963;no
46;technician;married;basic.9y;no;yes;no;telephone;apr;fri;634;6;29;1;nonexistent;1.4;93.65197941286839;-43.70985684508193;3.250582865878336;5195;yes
18;admin.;divorced;high.school;no;no;yes;telephone;jun;wed;266;5;999;0;nonexistent;-1.8;94.12943551572101;-35.80409675971456;5.1;5195;no
45;self-employed;married;professional.course;no;yes;no;cellular;jun;thu;55;2;8;2;nonexistent;-1.7;93.84121715182759;-47.416533475993525;4.050917163118027;4963;no
44;technician;single;university.degree;unknown;no;no;cellular;aug;wed;42;4;999;0;nonexistent;-0.1;92.8816474422531;-40.30803798503177;4.9805008475987105;5076;no
44;blue-collar;married;high.school;no;unknown;no;telephone;may;wed;519;2;999;0;failure;-1.7;92.45561932305533;-36.25559698145823;5.1;5191;no
41;management;married;high.school;no;no;no;cellular;may;wed;3;2;999;0;nonexistent;-1.7;92.69167125125922;-40.164531724854776;4.515149451196215;5191;no
53;management;divorced;university.degree;unknown;yes;yes;cellular;oct;thu;605;4;999;0;nonexistent;-0.1;93.13471059526083;-34.6087305489139;1.3327207384806001;5195;no
46;blue-collar;single;high.school;no;yes;no;telephone;aug;thu;29;1;999;0;failure;-1.7;92.99408533749099;-40.15809521690196;2.5096893134682254;5017;yes
48;blue-collar;single;professional.course;no;yes;yes;cellular;may;wed;308;3;999;0;nonexistent;1.4;93.56869563953211;-37.4738927070039;4.015576470655474;5195;no
55;blue-collar;single;high.school;unknown;yes;no;cellular;may;fri;80;3;999;0;nonexistent;-0.1;93.76970607142817;-41.45057581424674;1.4596372086261462;4963;yes
41;admin.;divorced;high.school;no;yes;no;cellular;jul;fri;77;2;12;1;failure;-1.8;92.92698066864087;-32.80521861976263;2.8031250683462017;5176;no
52;management;single;basic.9y;no;yes;no;telephone;may;tue;43;2;999;0;nonexistent;-1.7;94.41378113959601;-34.09581843501662;3.7631884024120423;5176;no
34;admin.;married;high.school;no;yes;yes;cellular;may;fri;248;1;5;2;nonexistent;-1.8;92.95380128970287;-42.30429054571287;3.6676924488030553;5017;yes
49;admin.;married;high.school;no;yes;no;cellular;jun;tue;932;4;999;0;nonexistent;1.1;93.6853683548183;-43.25456368975776;4.233128231313984;5228;no
43;services;married;high.school;no;yes;no;telephone;may;thu;192;4;999;0;nonexistent;-0.1;93.28519398806867;-37.17897351789386;4.183479590717608;5228;no
37;admin.;married;university.degree;no;yes;no;telephone;may;fri;2;5;999;0;nonexistent;-1.7;93.81437990623932;-40.18579616994338;4.306993943984986;5176;no
48;entrepreneur;single;basic.4y;no;yes;no;telephone;aug;wed;11;2;999;0;nonexistent;-0.1;93.68810144056332;-40.03428556459205;4.339767718904543;5195;no
29;blue-collar;married;high.school;no;yes;no;telephone;aug;tue;18;5;999;0;nonexistent;-0.1;93.853435887693;-40.232919695706734;1.1689778175851862;5099;no
30;admin.;married;basic.9y;no;no;no;cellular;may;thu;97;2;999;0;nonexistent;-1.7;93.83173159858346;-39.85579723565291;0.9995693117882639;5099;no
36;blue-collar;single;basic.9y;yes;yes;no;cellular;oct;thu;303;3;999;0;nonexistent;1.4;93.24894382470757;-36.72055605592748;3.620166144508959;5195;no
38;technician;single;university.degree;no;yes;yes;cellular;nov;tue;394;3;999;0;nonexistent;-1.7;93.62981460279757;-50.47641821587468;1.4862159486312663;5195;no
39;admin.;single;high.school;no;yes;no;telephone;may;tue;50;4;999;0;nonexistent;1.4;93.2554008378178;-37.34303375309332;4.182925639461661;5195;no
50;self-employed;single;basic.6y;no;no;no;cellular;sep;mon;1394;4;28;2;nonexistent;1.4;92.86144228002132;-41.19236275362585;3.3344581077629614;5076;no
36;admin.;single;professional.course;unknown;no;no;cellular;jul;mon;263;1;999;0;nonexistent;-0.1;93.77392248027488;-38.45374981354976;5.065247504810442;4963;no
52;technician;married;high.school;no;no;yes;telephone;may;mon;61;1;999;0;nonexistent;1.1;93.01156718462354;-39.968071577459256;4.7798405420406604;5176;no
44;technician;single;basic.4y;unknown;yes;no;cellular;aug;tue;94;3;1;1;nonexistent;-1.7;93.45825060884718;-42.663889497229775;3.512226651709497;5191;no
39;services;married;basic.9y;no;yes;no;cellular;nov;thu;133;3;999;0;failure;-1.8;94.01347327951692;-40.91683712819436;0.6;5017;yes
30;technician;married;basic.4y;no;no;no;cellular;may;thu;26;2;999;0;nonexistent;-0.1;93.86779972733808;-36.75156232651065;5.1;5099;no
22;blue-collar;married;high.school;no;yes;no;telephone;jun;tue;4;2;999;0;nonexistent;1.1;94.2664913114452;-38.52881126119468;4.328461630267426;5228;no
41;admin.;married;basic.6y;no;no;yes;cellular;aug;mon;29;5;999;0;nonexistent;1.1;93.7808849177568;-38.669928408654116;4.516548764160053;5176;no
21;unemployed;divorced;basic.4y;no;yes;no;cellular;jul;wed;177;3;999;0;nonexistent;-1.7;93.75087684423212;-40.41806527012525;3.7128515590950966;5176;no
55;retired;married;university.degree;unknown;yes;no;cellular;jul;mon;379;2;999;0;nonexistent;-0.1;93.61260052049577;-39.07011585182123;1.459816252328051;4963;yes
50;blue-collar;single;professional.course;no;yes;no;cellular;aug;thu;37;2;14;2;nonexistent;1.1;94.86126505510242;-37.05366227136442;2.7323431613499687;5176;no
35;admin.;married;high.school;no;no;no;telephone;may;tue;74;3;25;2;nonexistent;-0.1;92.74026011536226;-39.742436257656735;4.290635541834029;5191;no
30;student;married;university.degree;no;no;no;telephone;may;tue;14;1;999;0;nonexistent;-0.1;92.76732262507673;-44.22537674375165;4.143257424901695;5228;no
27;entrepreneur;married;professional.course;no;yes;no;telephone;may;fri;38;1;999;0;nonexistent;1.1;92.86350914072257;-41.679272139471784;4.206112868749173;5076;no
34;technician;divorced;high.school;no;no;no;telephone;jul;thu;435;1;999;0;nonexistent;1.4;93.13312554313306;-42.095978607012256;2.847230101945063;5195;no
37;technician;married;university.degree;unknown;no;no;telephone;nov;wed;866;2;999;0;nonexistent;1.1;92.6344997930376;-39.625350104908144;4.231846002518308;5099;no
22;blue-collar;married;high.school;no;yes;no;cellular;aug;wed;54;3;999;0;nonexistent;1.1;93.97389510217961;-42.150122064164286;3.5359386406291193;5228;no
34;blue-collar;married;university.degree;yes;no;no;cellular;jul;wed;87;2;28;1;nonexistent;1.1;93.30265944498628;-35.29960508758788;3.6757192787078097;5176;no
36;entrepreneur;single;basic.9y;no;no;no;cellular;nov;fri;201;2;999;0;nonexistent;1.1;93.5307723172005;-49.212025611623446;4.824604801910484;5099;no
49;technician;married;basic.9y;no;yes;no;telephone;aug;fri;180;1;8;2;nonexistent;-0.1;93.98199893900716;-47.65276127612579;0.9244757015116715;5017;no
42;self-employed;married;university.degree;no;yes;no;cellular;may;mon;57;6;999;0;nonexistent;-1.8;92.84328493111516;-28.67065887347685;4.560466385171384;5191;no
34;entrepreneur;single;university.degree;no;no;no;cellular;may;wed;320;5;999;0;nonexistent;-1.8;92.63554805678335;-40.93426719134581;1.3558728266827489;5099;yes
34;blue-collar;single;university.degree;no;no;no;cellular;mar;wed;121;2;999;0;nonexistent;-1.8;93.72511381018006;-41.504358850543404;2.712984354838394;5228;no
28;admin.;married;unknown;no;yes;no;cellular;may;tue;311;4;999;0;nonexistent;-1.8;93.73368085802075;-41.954830013254394;0.6;4963;yes
50;unemployed;married;high.school;unknown;yes;no;cellular;apr;wed;93;2;999;0;nonexistent;-1.7;93.65352125211608;-38.42648194488125;4.222027047742928;5191;no
39;retired;married;basic.9y;no;no;no;cellular;jun;mon;752;1;999;0;nonexistent;-0.1;93.64483243203368;-36.601831204824826;5.1;5008;no
39;blue-collar;married;university.degree;no;no;no;cellular;may;fri;264;4;999;0;nonexistent;-1.8;92.78441779947894;-35.412153636779365;4.930663529557311;5228;no
33;self-employed;married;professional.course;no;no;no;cellular;jul;thu;608;2;999;0;failure;-0.1;93.82220774677495;-37.0061088953397;3.9650478190633978;5228;no
29;blue-collar;divorced;basic.9y;no;no;no;cellular;nov;thu;541;2;8;1;nonexistent;1.4;94.34148762285497;-41.9572201960969;4.977749655854474;5099;no
45;services;married;university.degree;no;no;no;telephone;jul;thu;170;4;999;0;nonexistent;-0.1;93.92357910526236;-47.67318977776253;1.773900071702006;5076;no
50;blue-collar;single;university.degree;no;yes;no;cellular;may;mon;146;4;999;0;nonexistent;-0.1;92.54822459654073;-37.43143701546109;0.8176743462872786;5228;no
33;self-employed;married;university.degree;unknown;no;no;cellular;may;mon;200;4;999;0;nonexistent;-0.1;93.95916984780366;-39.23724976093935;4.216870108506141;5099;no
24;admin.;married;university.degree;no;yes;no;telephone;may;fri;157;2;999;0;nonexistent;1.1;93.35779842348326;-44.634639026647555;2.995252803994572;5099;no
42;services;married;high.school;no;yes;no;telephone;oct;fri;358;1;17;1;nonexistent;1.4;93.4121790308147;-46.565002383236276;4.83312664598805;5099;no
25;admin.;single;illiterate;unknown;yes;no;telephone;jun;tue;288;2;10;1;nonexistent;-0.1;93.41748428220794;-40.44995059949019;4.844704071205502;5195;no
49;admin.;married;basic.6y;unknown;no;no;cellular;may;mon;359;1;999;0;nonexistent;-0.1;93.25221756290499;-34.132422533277655;3.4960240483757903;5099;no
29;technician;single;university.degree;no;no;no;cellular;aug;tue;141;4;999;0;nonexistent;1.4;93.48388747639962;-35.8629095864109;4.31647800546053;5099;no
48;management;married;basic.9y;no;yes;yes;cellular;apr;thu;35;2;999;0;nonexistent;-1.7;92.69986278342125;-32.19792371063994;4.308839387353153;5191;no
37;unknown;married;university.degree;no;yes;no;telephone;aug;thu;144;5;999;0;failure;-0.1;92.49175070195132;-37.4463847872568;1.987327689398713;5017;yes
50;admin.;married;university.degree;no;yes;unknown;cellular;may;thu;90;4;15;1;failure;-0.1;94.0331051381696;-38.376850358455904;3.2039453968129217;5191;no
27;admin.;single;basic.9y;no;no;no;cellular;may;tue;214;1;999;0;nonexistent;-1.8;94.19469883812415;-40.980669137711345;1.6382698614140667;5195;no
23;student;married;university.degree;unknown;yes;no;cellular;may;wed;677;2;999;0;nonexistent;-1.7;93.16483208087986;-38.61230295064789;1.375989256860344;5017;yes
41;admin.;married;high.school;no;no;yes;cellular;may;fri;161;1;999;0;nonexistent;-1.8;94.53337376171224;-40.68530377241944;4.8217509901382964;5195;no
52;technician;single;university.degree;no;yes;no;cellular;jul;fri;23;2;999;0;failure;1.4;92.80040641398563;-32.775622935164414;5.050157921066517;5099;no
44;services;single;university.degree;no;yes;no;cellular;jul;tue;71;2;999;0;nonexistent;-0.1;93.12101354896782;-40.7671890680315;3.6643268850880863;4963;no
38;retired;married;university.degree;no;no;unknown;telephone;jun;tue;149;1;11;1;nonexistent;1.4;93.16541523848822;-36.1542704140401;5.1;5176;no
43;blue-collar;married;professional.course;no;no;no;telephone;sep;wed;37;3;999;0;failure;1.1;92.3776798729523;-44.20353479483267;2.391484622552369;5228;no
24;admin.;married;university.degree;unknown;yes;no;cellular;may;thu;290;1;999;0;nonexistent;1.1;93.56461826877594;-39.13760954695042;5.079666756168439;5099;no
44;admin.;married;unknown;no;no;no;telephone;may;tue;644;1;999;0;nonexistent;-1.7;93.62331407718926;-35.86438007122765;1.1800490183165862;5099;no
40;admin.;single;unknown;no;yes;no;cellular;may;thu;43;4;999;0;nonexistent;1.4;94.27707080864081;-40.822810659201025;2.9248735962289665;4963;no
34;technician;married;basic.4y;no;no;no;cellular;jul;wed;416;4;999;0;success;-1.8;93.79299264491287;-36.94301240247877;1.2625420886657308;5008;yes
24;blue-collar;single;basic.4y;no;yes;no;cellular;nov;fri;628;3;999;0;nonexistent;-1.7;93.96110018598031;-45.81934411292517;4.4499358560799385;5195;no
46;retired;married;university.degree;no;no;no;telephone;may;tue;247;5;999;0;failure;1.1;93.19912762875319;-36.8424848763995;3.7169933050150985;5191;no
32;blue-collar;married;professional.course;unknown;yes;no;telephone;may;wed;59;1;999;0;failure;1.4;93.40502594371303;-40.88114926483746;5.1;5191;no
30;technician;married;university.degree;unknown;yes;no;cellular;may;tue;3;3;999;0;nonexistent;1.4;93.92540094661543;-40.91705638340108;3.730774967652567;5195;no
59;unemployed;married;high.school;no;no;no;telephone;aug;mon;140;4;999;0;nonexistent;1.1;93.23601377337553;-37.18458268520156;5.1;5228;no
42;technician;single;high.school;no;yes;no;cellular;jul;mon;564;7;999;0;nonexistent;-1.7;94.15450973235404;-40.360315816823;3.6070180660606863;5191;no
30;retired;married;university.degree;unknown;unknown;no;cellular;jun;fri;1573;1;999;0;nonexistent;1.1;93.42143301005574;-42.21863176099405;5.1;5008;no
49;management;married;high.school;no;no;no;cellular;jun;thu;31;6;6;2;nonexistent;1.4;92.96275483765399;-41.10720194384821;5.1;5228;no
39;blue-collar;married;university.degree;no;yes;no;cellular;jun;tue;292;2;999;0;failure;-0.1;94.05608867079529;-44.50227075858781;0.6;5191;no
51;technician;single;basic.9y;no;yes;no;cellular;aug;wed;213;2;999;0;nonexistent;-1.7;94.47926556485537;-40.67302118681231;4.429325814853721;5195;no
24;admin.;married;high.school;unknown;no;no;cellular;may;thu;228;1;999;0;success;1.4;93.13259636265056;-38.741924089955;3.4347367801723374;5191;no
42;admin.;married;basic.9y;no;yes;no;cellular;jul;tue;148;2;999;0;nonexistent;-1.7;93.31138247364065;-31.167063065692297;3.3394659123453723;5191;no
34;student;married;university.degree;no;no;unknown;telephone;may;thu;661;1;999;0;nonexistent;1.4;93.0864382046228;-40.891185793561235;1.9796030784415852;5191;no
38;admin.;married;professional.course;unknown;yes;no;telephone;apr;tue;502;1;999;0;failure;1.1;93.6713017704251;-40.60355407689182;5.1;5008;no
55;student;single;high.school;no;yes;no;telephone;aug;thu;218;1;999;0;nonexistent;-1.8;94.18202159231753;-39.77750570316939;3.7614380086807757;5228;no
44;services;single;university.degree;no;no;no;cellular;nov;tue;216;2;999;0;nonexistent;1.1;93.37324750321513;-37.244189268032166;5.1;5191;no
20;entrepreneur;married;high.school;no;no;no;cellular;may;thu;239;2;28;1;nonexistent;1.1;93.05846679473255;-40.44730208443307;1.8238410911518284;5195;no
44;admin.;married;high.school;no;yes;no;cellular;nov;mon;61;3;999;0;failure;1.1;93.18178988901109;-44.32915509491964;4.383513552599977;5008;no
25;blue-collar;married;basic.4y;no;no;yes;telephone;may;wed;65;2;999;0;nonexistent;-0.1;92.90286846100857;-33.81326343242565;4.385613173122925;5099;no
33;retired;single;basic.4y;no;yes;no;cellular;may;thu;275;6;999;0;nonexistent;-1.8;92.96674569950234;-36.21631490255961;4.118772499811587;5099;no
34;management;single;university.degree;no;yes;no;telephone;mar;fri;196;4;7;1;nonexistent;1.4;92.80867363180238;-38.93097707078013;2.5649379869390163;5228;no
42;services;divorced;basic.4y;unknown;yes;no;cellular;may;thu;148;1;999;0;nonexistent;-0.1;93.09530597278773;-42.11940631656892;3.7047415196552835;4963;no
